title,artist,album,cover,file,collection_id
With You,Chris Brown,With You,with_you.jpeg,with_you.mp3,chris_brown
Under The Influence,Chris Brown,Indigo (Extended),indigo_extended.jpeg,under_the_influence.mp3,chris_brown
Loyal,Chris Brown,X (Expanded Edition),x_expanded_edition.jpeg,loyal.mp3,chris_brown
Kiss Kiss,"Chris Brown, T-Pain",Kiss Kiss,kiss_kiss.jpeg,kiss_kiss.mp3,chris_brown
