title,artist,album,cover,file
I'll Be There,The Jackson 5,Third Album,third_album.jpeg,ill_be_there.mp3
ABC,The Jackson 5,ABC,abc.jpeg,abc.mp3
I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,diana_ross_presents_the_jackson_5.jpeg,i_want_you_back.mp3
