title,artist,album,cover,file
505,Arctic Monkeys,Favourite Worst Nightmare,favourite_worst_nightmare_standard_version.jpeg,505.mp3
I Wanna Be Yours,Arctic Monkeys,AM,am.jpeg,i_wanna_be_yours.mp3
Do I Wanna Know?,Arctic Monkeys,AM,am.jpeg,do_i_wanna_know.mp3
