title,artist,album,cover,file
Help!,The Beatles,Help! (Remastered),help_remastered.jpeg,help.mp3
Don't Let Me Down,The Beatles,The Beatles 1967 - 1970 (Remastered),the_beatles_1967__1970_remastered.jpeg,dont_let_me_down.mp3
Hey Jude,The Beatles,1 (Remastered),1_remastered.jpeg,hey_jude.mp3
Let It Be,The Beatles,Let It Be (Remastered),let_it_be_remastered.jpeg,let_it_be.mp3
Yesterday,The Beatles,Help! (Remastered),help_remastered.jpeg,yesterday.mp3
