title,artist,album,cover,file
Making Love,Bonnie Tyler,Free Spirit,free_spirit.jpeg,making_love.mp3
Total Eclipse of the Heart,Bonnie Tyler,The Very Best of Bonnie Tyler,the_very_best_of_bonnie_tyler.jpeg,total_eclipse_of_the_heart.mp3
