title,artist,album,cover,file
Hero,Mariah Carey,Music Box,music_box.jpeg,hero.mp3
All I Want for Christmas Is You,Mariah Carey,Merry Christmas,merry_christmas.jpeg,all_i_want_for_christmas_is_you.mp3
Without You,Mariah Carey,Music Box,music_box.jpeg,without_you.mp3
